Nom de la région,Code département,Nom de la commune,population_2016,Code INSEE
Pays de la Loire,53,Saulges,317.0,53257.0
Auvergne-Rhône-Alpes,03,Nades,156.0,3192.0
Auvergne-Rhône-Alpes,03,Toulon-sur-Allier,1174.0,3286.0
Occitanie,11,Alaigne,334.0,11004.0
Nouvelle-Aquitaine,19,L' Église-aux-Bois,56.0,19074.0
Nouvelle-Aquitaine,23,Saint-Amand-Jartoudeix,175.0,23181.0
Nouvelle-Aquitaine,24,Saint-Front-la-Rivière,543.0,24410.0
Bourgogne-Franche-Comté,25,Sainte-Suzanne,1572.0,25526.0
Auvergne-Rhône-Alpes,26,Portes-en-Valdaine,409.0,26251.0
Auvergne-Rhône-Alpes,26,Ratières,282.0,26259.0
Grand Est,54,Villey-le-Sec,422.0,54583.0
Bretagne,56,Berric,1870.0,56015.0
Grand Est,57,Coincy,310.0,57145.0
Bourgogne-Franche-Comté,58,Vielmanay,184.0,58307.0
Hauts-de-France,59,Le Doulieu,1484.0,59180.0
Hauts-de-France,59,Leffrinckoucke,4376.0,59340.0
Hauts-de-France,59,Montigny-en-Cambrésis,574.0,59413.0
Hauts-de-France,60,Couloisy,543.0,60167.0
Hauts-de-France,60,Flavy-le-Meldeux,210.0,60236.0
Normandie,61,La Bazoque,267.0,61030.0
Normandie,61,Courgeon,382.0,61129.0
Normandie,61,Lonlay-le-Tesson,228.0,61233.0
Occitanie,65,Ayzac-Ost,468.0,65056.0
Occitanie,65,Vier-Bordes,107.0,65467.0
Grand Est,68,Sondersdorf,352.0,68312.0
Bourgogne-Franche-Comté,70,Villers-sur-Port,218.0,70566.0
Normandie,76,Carville-Pot-de-Fer,114.0,76161.0
Île-de-France,78,Cravent,456.0,78188.0
Île-de-France,78,Lommoye,684.0,78344.0
Nouvelle-Aquitaine,79,Saint-Coutant,286.0,79243.0
Hauts-de-France,80,Équennes-Éramecourt,306.0,80276.0
Grand Est,88,Repel,86.0,88389.0
Bourgogne-Franche-Comté,89,Coulangeron,211.0,89117.0
Île-de-France,91,Ormoy,2038.0,91468.0
Centre-Val de Loire,28,Rouvres,823.0,28321.0
Bretagne,35,La Fresnais,2588.0,35116.0
Centre-Val de Loire,36,Saint-Gaultier,1876.0,36192.0
Bourgogne-Franche-Comté,39,Le Louverot,225.0,39304.0
Occitanie,46,Cressensac,641.0,46083.0
Nouvelle-Aquitaine,47,Sauméjan,102.0,47286.0
Normandie,50,Torigny-les-Villes,4417.0,50601.0
Auvergne-Rhône-Alpes,07,Saint-Privat,1770.0,7289.0
Grand Est,08,Perthes,311.0,8339.0
Normandie,14,Maizet,355.0,14393.0
Normandie,14,La Rivière-Saint-Sauveur,2552.0,14536.0
Auvergne-Rhône-Alpes,15,Laveissière,547.0,15101.0
Nouvelle-Aquitaine,17,Tonnay-Boutonne,1170.0,17448.0
Nouvelle-Aquitaine,19,Albignac,256.0,19003.0
Bretagne,22,Senven-Léhart,236.0,22335.0
Nouvelle-Aquitaine,87,Maisonnais-sur-Tardoire,405.0,87091.0
Grand Est,88,Sainte-Hélène,481.0,88418.0
Île-de-France,91,Saint-Yon,897.0,91581.0
Île-de-France,94,Le Perreux-sur-Marne,34017.0,94058.0
Île-de-France,94,Santeny,3764.0,94070.0
Grand Est,54,Moncel-sur-Seille,538.0,54374.0
Grand Est,55,Rambucourt,198.0,55412.0
Grand Est,55,Saint-Hilaire-en-Woëvre,181.0,55457.0
Grand Est,55,Senoncourt-les-Maujouy,92.0,55482.0
Grand Est,57,Flastroff,326.0,57215.0
Hauts-de-France,60,Courtieux,183.0,60171.0
Normandie,61,La Ferrière-aux-Étangs,1522.0,61163.0
Hauts-de-France,62,Cavron-Saint-Martin,475.0,62220.0
Nouvelle-Aquitaine,64,Sévignacq,766.0,64523.0
Grand Est,68,Breitenbach-Haut-Rhin,854.0,68051.0
Bourgogne-Franche-Comté,71,La Chapelle-Naude,562.0,71092.0
Occitanie,31,Caragoudes,226.0,31105.0
Nouvelle-Aquitaine,33,Carignan-de-Bordeaux,3881.0,33099.0
Bretagne,35,Saint-Malon-sur-Mel,594.0,35290.0
Nouvelle-Aquitaine,40,Pujo-le-Plan,649.0,40238.0
Occitanie,46,Boissières,400.0,46032.0
Occitanie,46,Cornac,361.0,46076.0
Normandie,50,Éroudeville,241.0,50175.0
Grand Est,51,Massiges,48.0,51355.0
Pays de la Loire,53,Châlons-du-Maine,716.0,53049.0
Bourgogne-Franche-Comté,39,Souvans,488.0,39520.0
Grand Est,54,Landremont,148.0,54294.0
Normandie,50,Contrières,392.0,50140.0
Occitanie,11,Cucugnan,131.0,11113.0
Bourgogne-Franche-Comté,25,Belfays,146.0,25049.0
Grand Est,52,Breuvannes-en-Bassigny,713.0,52074.0
Pays de la Loire,44,La Grigonnais,1683.0,44224.0
Occitanie,31,Montberon,2994.0,31364.0
Grand Est,55,Champougny,102.0,55100.0
Grand Est,88,Dounoux,875.0,88157.0
Bourgogne-Franche-Comté,71,Saint-Martin-du-Lac,254.0,71453.0
Occitanie,32,Luppé-Violles,168.0,32220.0
Occitanie,32,Pallanne,64.0,32303.0
Nouvelle-Aquitaine,33,Birac,230.0,33053.0
Centre-Val de Loire,36,Lureuil,270.0,36105.0
Auvergne-Rhône-Alpes,38,Revel,1367.0,38334.0
Auvergne-Rhône-Alpes,42,Poncins,1078.0,42174.0
Centre-Val de Loire,45,Sermaises,1666.0,45310.0
Occitanie,48,Chastel-Nouvel,890.0,48042.0
Grand Est,51,Pontfaverger-Moronvilliers,1767.0,51440.0
Grand Est,54,Moutrot,300.0,54392.0
Grand Est,54,Pagney-derrière-Barine,642.0,54414.0
Grand Est,54,Saulxerotte,112.0,54494.0
Grand Est,55,Doncourt-aux-Templiers,70.0,55163.0
Grand Est,57,Belles-Forêts,256.0,57086.0
Hauts-de-France,59,Estourmel,467.0,59213.0
Hauts-de-France,59,Glageon,1842.0,59261.0
Hauts-de-France,60,Moyvillers,663.0,60441.0
Auvergne-Rhône-Alpes,63,Riom,19905.0,63300.0
Nouvelle-Aquitaine,64,Taron-Sadirac-Viellenave,192.0,64534.0
Auvergne-Rhône-Alpes,69,Châtillon,2210.0,69050.0
Bourgogne-Franche-Comté,70,Les Fessey,140.0,70233.0
Bourgogne-Franche-Comté,70,Pesmes,1121.0,70408.0
Bourgogne-Franche-Comté,71,Lucenay-l'Évêque,332.0,71266.0
Auvergne-Rhône-Alpes,73,Villargondran,894.0,73320.0
Normandie,76,Anglesqueville-l'Esneval,590.0,76017.0
Hauts-de-France,02,Fonsomme,483.0,2319.0
Hauts-de-France,02,Lemé,447.0,2416.0
Grand Est,10,Petit-Mesnil,230.0,10286.0
Occitanie,12,Mouret,558.0,12161.0
Occitanie,12,Sainte-Juliette-sur-Viaur,602.0,12234.0
Provence-Alpes-Côte d'Azur,13,Mas-Blanc-des-Alpilles,527.0,13057.0
Auvergne-Rhône-Alpes,15,Le Trioulou,109.0,15242.0
Nouvelle-Aquitaine,17,Plassac,610.0,17279.0
Bourgogne-Franche-Comté,21,Baulme-la-Roche,97.0,21051.0
Bretagne,22,Pabu,2913.0,22161.0
Nouvelle-Aquitaine,23,Ceyroux,128.0,23042.0
Bourgogne-Franche-Comté,25,Novillars,1548.0,25429.0
Normandie,76,Smermesnil,414.0,76677.0
Hauts-de-France,80,Longueau,5608.0,80489.0
Pays de la Loire,85,Saint-Gervais,2658.0,85221.0
Pays de la Loire,85,Sérigné,1004.0,85281.0
Grand Est,88,Bettegney-Saint-Brice,172.0,88055.0
Bourgogne-Franche-Comté,89,Collemiers,675.0,89113.0
Auvergne-Rhône-Alpes,63,Saint-Martin-d'Ollières,152.0,63376.0
Nouvelle-Aquitaine,64,Bourdettes,519.0,64145.0
Nouvelle-Aquitaine,64,Guiche,992.0,64250.0
Occitanie,65,Montoussé,250.0,65322.0
Grand Est,67,Kleingœft,156.0,67244.0
Grand Est,67,Uttenheim,558.0,67501.0
Bourgogne-Franche-Comté,70,Vandelans,115.0,70519.0
Bourgogne-Franche-Comté,71,Dommartin-lès-Cuiseaux,801.0,71177.0
Bourgogne-Franche-Comté,71,Le Miroir,607.0,71300.0
Auvergne-Rhône-Alpes,73,Saint-Martin-d'Arc,366.0,73256.0
Auvergne-Rhône-Alpes,74,Chainaz-les-Frasses,726.0,74054.0
Normandie,27,La Haye-de-Calleville,273.0,27318.0
Occitanie,30,Brignon,791.0,30053.0
Occitanie,31,Bouloc,4668.0,31079.0
Nouvelle-Aquitaine,33,Berthez,273.0,33048.0
Occitanie,34,Faugères,510.0,34096.0
Centre-Val de Loire,37,Verneuil-le-Château,129.0,37268.0
Auvergne-Rhône-Alpes,38,Morette,427.0,38263.0
Auvergne-Rhône-Alpes,42,Vérin,688.0,42327.0
Centre-Val de Loire,45,Château-Renard,2318.0,45083.0
Occitanie,46,Montvalent,296.0,46208.0
Occitanie,48,Servières,186.0,48189.0
Pays de la Loire,49,Blaison-Saint-Sulpice,1271.0,49029.0
Normandie,50,La Feuillie,282.0,50182.0
Pays de la Loire,53,Oisseau,1221.0,53170.0
Île-de-France,77,Gouvernes,1189.0,77209.0
Provence-Alpes-Côte d'Azur,84,Aurel,213.0,84005.0
Grand Est,88,Marey,73.0,88287.0
Bourgogne-Franche-Comté,89,Marsangy,858.0,89245.0
Bourgogne-Franche-Comté,89,Saint-Martin-du-Tertre,1616.0,89354.0
Île-de-France,92,La Garenne-Colombes,29503.0,92035.0
Île-de-France,95,Labbeville,637.0,95328.0
Bourgogne-Franche-Comté,58,Devay,512.0,58096.0
Bourgogne-Franche-Comté,58,Vandenesse,326.0,58301.0
Hauts-de-France,59,Coudekerque-Branche,21527.0,59155.0
Hauts-de-France,59,Haussy,1573.0,59289.0
Normandie,61,Le Ménil-Ciboult,130.0,61262.0
Hauts-de-France,62,Robecq,1385.0,62713.0
Auvergne-Rhône-Alpes,63,Authezat,681.0,63021.0
Auvergne-Rhône-Alpes,63,Saint-Gal-sur-Sioule,141.0,63344.0
Occitanie,65,Gaussan,119.0,65187.0
Occitanie,65,Mauvezin,240.0,65306.0
Auvergne-Rhône-Alpes,69,Émeringes,258.0,69082.0
Bourgogne-Franche-Comté,71,Laizy,602.0,71251.0
Auvergne-Rhône-Alpes,74,Clermont,415.0,74078.0
Normandie,76,Fontenay,1130.0,76275.0
Auvergne-Rhône-Alpes,03,Bègues,229.0,3021.0
Grand Est,10,Jasseines,181.0,10175.0
Occitanie,11,Bugarach,230.0,11055.0
Occitanie,11,Saint-Ferriol,121.0,11341.0
Provence-Alpes-Côte d'Azur,13,Sénas,7096.0,13105.0
Normandie,14,La Bazoque,190.0,14050.0
Nouvelle-Aquitaine,17,Bernay-Saint-Martin,786.0,17043.0
Bourgogne-Franche-Comté,21,Is-sur-Tille,4467.0,21317.0
Bourgogne-Franche-Comté,21,Sainte-Marie-sur-Ouche,701.0,21559.0
Bretagne,22,Quintenic,378.0,22261.0
Nouvelle-Aquitaine,24,Montferrand-du-Périgord,162.0,24290.0
Normandie,27,Saint-Pierre-de-Cernières,222.0,27590.0
Normandie,27,Val d'Orger,1012.0,27294.0
Occitanie,31,Vaudreuille,393.0,31569.0
Occitanie,34,Montpellier,286098.0,34172.0
Bretagne,35,La Fontenelle,554.0,35113.0
Centre-Val de Loire,37,Bourgueil,4006.0,37031.0
Auvergne-Rhône-Alpes,38,Arzay,234.0,38016.0
Auvergne-Rhône-Alpes,38,Lavars,152.0,38208.0
Auvergne-Rhône-Alpes,38,Saint-Aupre,1168.0,38362.0
Nouvelle-Aquitaine,40,Bias,730.0,40043.0
Grand Est,51,Pargny-lès-Reims,465.0,51422.0
Grand Est,52,Val-de-Meuse,1931.0,52332.0
Pays de la Loire,53,Montjean,1045.0,53158.0
Grand Est,54,Houdemont,2211.0,54265.0
Normandie,76,Terres-de-Caux,4219.0,76258.0
Normandie,76,Toussaint,737.0,76708.0
Île-de-France,77,Meaux,56249.0,77284.0
Nouvelle-Aquitaine,79,Beauvoir-sur-Niort,1790.0,79031.0
Nouvelle-Aquitaine,79,Lhoumois,155.0,79149.0
Nouvelle-Aquitaine,79,Mairé-Levescault,556.0,79163.0
Hauts-de-France,80,Villeroy,198.0,80796.0
Provence-Alpes-Côte d'Azur,83,Saint-Julien,2437.0,83113.0
Nouvelle-Aquitaine,86,Champigny en Rochereau,1951.0,86053.0
Nouvelle-Aquitaine,86,Coulonges,243.0,86084.0
Hauts-de-France,60,Pont-Sainte-Maxence,12628.0,60509.0
Pays de la Loire,49,Saint-Macaire-du-Bois,461.0,49302.0
Occitanie,81,Rosières,762.0,81230.0
Bourgogne-Franche-Comté,89,Pont-sur-Vanne,200.0,89308.0
Bourgogne-Franche-Comté,70,Poyans,144.0,70422.0
Bourgogne-Franche-Comté,89,Savigny-en-Terre-Plaine,171.0,89379.0
Hauts-de-France,80,Lachapelle,83.0,80455.0
Grand Est,68,Valdieu-Lutran,424.0,68192.0
Auvergne-Rhône-Alpes,07,Lalevade-d'Ardèche,1121.0,7127.0
Auvergne-Rhône-Alpes,69,Cogny,1204.0,69061.0
Provence-Alpes-Côte d'Azur,04,Forcalquier,5067.0,4088.0
Occitanie,82,Labastide-de-Penne,130.0,82078.0
Nouvelle-Aquitaine,24,Parcoul-Chenaud,776.0,24316.0
Bourgogne-Franche-Comté,70,Bresilley,202.0,70092.0
Occitanie,46,Carlucet,225.0,46059.0
Occitanie,09,Saint-Jean-du-Falga,3022.0,9265.0
Nouvelle-Aquitaine,17,Vergeroux,1220.0,17463.0
Nouvelle-Aquitaine,24,Beauregard-de-Terrasson,733.0,24030.0
Bretagne,29,Hôpital-Camfrout,2276.0,29080.0
Occitanie,31,Saleich,348.0,31521.0
Occitanie,32,Sémézies-Cachan,70.0,32428.0
Bourgogne-Franche-Comté,90,Andelnans,1234.0,90001.0
Auvergne-Rhône-Alpes,03,Villeneuve-sur-Allier,1093.0,3316.0
Provence-Alpes-Côte d'Azur,05,Salérans,92.0,5160.0
Auvergne-Rhône-Alpes,42,Maizilly,341.0,42131.0
Grand Est,68,Feldkirch,1010.0,68088.0
Hauts-de-France,62,Habarcq,696.0,62399.0
Nouvelle-Aquitaine,47,Port-Sainte-Marie,1981.0,47210.0
Hauts-de-France,80,Hargicourt,398.0,80419.0
Grand Est,57,Corny-sur-Moselle,2246.0,57153.0
Grand Est,88,Provenchères-lès-Darney,167.0,88360.0
Centre-Val de Loire,36,Lourouer-Saint-Laurent,279.0,36100.0
Auvergne-Rhône-Alpes,69,Chambost-Longessaigne,963.0,69038.0
Bourgogne-Franche-Comté,39,Jeurre,272.0,39269.0
Auvergne-Rhône-Alpes,69,Condrieu,3949.0,69064.0
Hauts-de-France,80,Caours,622.0,80171.0
Nouvelle-Aquitaine,47,Saint-Colomb-de-Lauzun,484.0,47235.0
Île-de-France,91,Paray-Vieille-Poste,7473.0,91479.0
Grand Est,10,Bailly-le-Franc,39.0,10026.0
Occitanie,48,Saint-Bonnet-de-Chirac,71.0,48138.0
Hauts-de-France,59,Marbaix,495.0,59374.0
Grand Est,57,Schweyen,321.0,57641.0
Occitanie,11,Carcassonne,47418.0,11069.0
Pays de la Loire,72,Chantenay-Villedieu,877.0,72059.0
Bourgogne-Franche-Comté,25,Bonnal,37.0,25072.0
Auvergne-Rhône-Alpes,03,Ussel-d'Allier,161.0,3294.0
Bourgogne-Franche-Comté,58,La Marche,573.0,58155.0
Auvergne-Rhône-Alpes,73,Saint-Martin-sur-la-Chambre,560.0,73259.0
Occitanie,34,Villespassans,169.0,34339.0
Normandie,27,Corny,382.0,27175.0
Centre-Val de Loire,37,Vallères,1249.0,37264.0
Occitanie,09,Roumengoux,182.0,9251.0
Grand Est,88,Méménil,155.0,88297.0
Grand Est,67,Brumath,10017.0,67067.0
Nouvelle-Aquitaine,47,Estillac,2028.0,47091.0
Hauts-de-France,62,Marenla,249.0,62551.0
Auvergne-Rhône-Alpes,43,Bellevue-la-Montagne,417.0,43026.0
Bourgogne-Franche-Comté,70,Équevilley,130.0,70214.0
Centre-Val de Loire,45,Saint-Ay,3471.0,45269.0
Grand Est,55,Dun-sur-Meuse,677.0,55167.0
Grand Est,08,Lançon,36.0,8245.0
Grand Est,55,Hennemont,115.0,55242.0
Auvergne-Rhône-Alpes,63,Saint-Bonnet-le-Bourg,157.0,63323.0
Bourgogne-Franche-Comté,71,Champlecy,225.0,71082.0
Grand Est,52,Luzy-sur-Marne,268.0,52297.0
Grand Est,67,Niederschaeffolsheim,1388.0,67331.0
Grand Est,55,Montigny-lès-Vaucouleurs,68.0,55350.0
Grand Est,55,Morgemoulin,113.0,55357.0
Hauts-de-France,59,Beugnies,638.0,59078.0
Hauts-de-France,02,Audigny,284.0,2035.0
Bourgogne-Franche-Comté,25,Geneuille,1364.0,25265.0
Occitanie,34,Juvignac,10979.0,34123.0
Nouvelle-Aquitaine,64,Anhaux,403.0,64026.0
Auvergne-Rhône-Alpes,26,Saint-May,42.0,26318.0
Provence-Alpes-Côte d'Azur,04,Volonne,1686.0,4244.0
Centre-Val de Loire,36,Cléré-du-Bois,257.0,36054.0
Grand Est,57,Rolbing,250.0,57590.0
Nouvelle-Aquitaine,79,Saint Maurice Étusson,887.0,79280.0
Grand Est,57,Laning,611.0,57384.0
Grand Est,57,Mondelange,5810.0,57474.0
Pays de la Loire,85,Bouin,2189.0,85029.0
Provence-Alpes-Côte d'Azur,13,Le Tholonet,2402.0,13109.0
Auvergne-Rhône-Alpes,26,Barcelonne,359.0,26024.0
Île-de-France,78,Dampierre-en-Yvelines,1063.0,78193.0
Bourgogne-Franche-Comté,70,Chambornay-lès-Pin,365.0,70119.0
Île-de-France,77,Fontaine-Fourches,617.0,77187.0
Bourgogne-Franche-Comté,89,Saint-Brancher,300.0,89336.0
Normandie,27,Caillouet-Orgeville,490.0,27123.0
Bretagne,56,Tréal,670.0,56253.0
Normandie,27,Puchay,626.0,27480.0
Hauts-de-France,60,Fouilloy,195.0,60248.0
Auvergne-Rhône-Alpes,74,La Clusaz,1809.0,74080.0
Auvergne-Rhône-Alpes,73,La Giettaz,433.0,73123.0
Nouvelle-Aquitaine,40,Serreslous-et-Arribans,206.0,40299.0
Grand Est,55,Les Islettes,777.0,55253.0
Auvergne-Rhône-Alpes,73,Bozel,1955.0,73055.0
Centre-Val de Loire,45,Boisseaux,505.0,45037.0
Occitanie,11,Les Brunels,284.0,11054.0
Grand Est,51,Saint-Memmie,5636.0,51506.0
Bourgogne-Franche-Comté,21,La Motte-Ternant,153.0,21445.0
Hauts-de-France,80,Martainneville,434.0,80518.0
Pays de la Loire,49,Parnay,450.0,49235.0
Bourgogne-Franche-Comté,90,Cravanche,2012.0,90029.0
Bourgogne-Franche-Comté,25,Bannans,383.0,25041.0
Centre-Val de Loire,45,Givraines,424.0,45157.0
Hauts-de-France,62,Lumbres,3766.0,62534.0
Nouvelle-Aquitaine,33,Hure,529.0,33204.0
Occitanie,66,Espira-de-l'Agly,3592.0,66069.0
Normandie,27,Le Val-David,752.0,27668.0
Bourgogne-Franche-Comté,71,La Chapelle-sous-Dun,450.0,71095.0
Centre-Val de Loire,37,Artannes-sur-Indre,2662.0,37006.0
Bourgogne-Franche-Comté,70,Boursières,59.0,70090.0
Bourgogne-Franche-Comté,89,Noé,553.0,89278.0
Bretagne,56,Hœdic,107.0,56085.0
Grand Est,57,Courcelles-Chaussy,3414.0,57155.0
Auvergne-Rhône-Alpes,42,Genilac,3981.0,42225.0
Normandie,61,Dame-Marie,158.0,61142.0
Hauts-de-France,59,Leers,9621.0,59339.0
Nouvelle-Aquitaine,79,Caunay,184.0,79060.0
Bretagne,22,Saint-Cast-le-Guildo,3428.0,22282.0
Bourgogne-Franche-Comté,70,Échenoz-le-Sec,314.0,70208.0
Hauts-de-France,02,Sorbais,286.0,2728.0
Hauts-de-France,62,Fauquembergues,1005.0,62325.0
Auvergne-Rhône-Alpes,42,Veauche,9022.0,42323.0
Nouvelle-Aquitaine,40,Le Frêche,392.0,40100.0
Hauts-de-France,59,Saint-Momelin,484.0,59538.0
Hauts-de-France,59,Flers-en-Escrebieux,5923.0,59234.0
Hauts-de-France,80,Neuilly-le-Dien,98.0,80589.0
Bourgogne-Franche-Comté,71,Chassy,329.0,71111.0
Nouvelle-Aquitaine,33,Salaunes,1007.0,33494.0
Grand Est,10,Maisons-lès-Soulaines,63.0,10219.0
Hauts-de-France,62,Hermin,214.0,62441.0
Centre-Val de Loire,18,Vasselay,1447.0,18271.0
Normandie,27,Le Val-Doré,973.0,27447.0
Centre-Val de Loire,28,Fontenay-sur-Conie,135.0,28157.0
Occitanie,30,Aujac,186.0,30022.0
Occitanie,30,Pompignan,958.0,30200.0
Occitanie,31,Goutevernisse,184.0,31225.0
Occitanie,31,Longages,3079.0,31303.0
Occitanie,32,Laujuzan,289.0,32202.0
Auvergne-Rhône-Alpes,38,Chimilin,1508.0,38104.0
Bourgogne-Franche-Comté,39,Condes,118.0,39163.0
Bourgogne-Franche-Comté,39,Écleux,232.0,39206.0
Bourgogne-Franche-Comté,39,La Loye,558.0,39305.0
Nouvelle-Aquitaine,40,Coudures,467.0,40086.0
Nouvelle-Aquitaine,40,Tosse,2802.0,40317.0
Centre-Val de Loire,41,Tourailles,137.0,41261.0
Auvergne-Rhône-Alpes,42,Boisset-lès-Montrond,1182.0,42020.0
Pays de la Loire,49,Les Ponts-de-Cé,13328.0,49246.0
Normandie,50,La Chapelle-Cécelin,247.0,50121.0
Grand Est,51,Binarville,105.0,51062.0
Grand Est,51,Lachy,334.0,51313.0
Grand Est,51,Mécringes,203.0,51359.0
Grand Est,51,Romigny,215.0,51466.0
Grand Est,57,Morville-lès-Vic,129.0,57485.0
Grand Est,57,Nitting,466.0,57509.0
Hauts-de-France,60,Juvignies,332.0,60328.0
Hauts-de-France,60,Rochy-Condé,1007.0,60542.0
Hauts-de-France,62,Hendecourt-lès-Cagnicourt,325.0,62424.0
Auvergne-Rhône-Alpes,63,Usson,280.0,63439.0
Nouvelle-Aquitaine,64,Arnos,103.0,64048.0
Occitanie,66,Fourques,1290.0,66084.0
Grand Est,67,Rosheim,5190.0,67411.0
Grand Est,68,Rorschwihr,385.0,68285.0
Grand Est,68,Ruelisheim,2327.0,68289.0
Grand Est,68,Saint-Louis,20928.0,68297.0
Bourgogne-Franche-Comté,71,Saint-Léger-du-Bois,548.0,71438.0
Auvergne-Rhône-Alpes,74,Chapeiry,801.0,74061.0
Provence-Alpes-Côte d'Azur,06,Saint-Jean-Cap-Ferrat,1637.0,6121.0
Auvergne-Rhône-Alpes,07,Antraigues-sur-Volane,547.0,7011.0
Auvergne-Rhône-Alpes,07,Chirols,252.0,7065.0
Grand Est,08,Exermont,41.0,8161.0
Grand Est,10,Lignières,214.0,10196.0
Occitanie,11,Le Bousquet,44.0,11047.0
Occitanie,12,Saint-Igest,200.0,12227.0
Auvergne-Rhône-Alpes,15,Brageac,73.0,15024.0
Auvergne-Rhône-Alpes,15,Méallet,177.0,15123.0
Bourgogne-Franche-Comté,21,Clomot,136.0,21181.0
Bourgogne-Franche-Comté,21,Meuilley,483.0,21409.0
Bretagne,22,Saint-André-des-Eaux,339.0,22274.0
Nouvelle-Aquitaine,23,Saint-Domet,181.0,23190.0
Bourgogne-Franche-Comté,25,Pouligney-Lusans,859.0,25468.0
Normandie,27,Le Bec-Thomas,225.0,27053.0
Normandie,76,Saint-Aubin-sur-Scie,1154.0,76565.0
Hauts-de-France,80,Buigny-lès-Gamaches,427.0,80148.0
Provence-Alpes-Côte d'Azur,83,Bormes-les-Mimosas,8097.0,83019.0
Grand Est,88,Frenelle-la-Petite,47.0,88186.0
Bourgogne-Franche-Comté,89,Saint-Moré,185.0,89362.0
Bourgogne-Franche-Comté,89,Villon,112.0,89475.0
Île-de-France,95,Ennery,2451.0,95211.0
Île-de-France,78,Sailly,392.0,78536.0
Bourgogne-Franche-Comté,25,Montferrand-le-Château,2151.0,25397.0
Grand Est,55,L' Isle-en-Rigault,502.0,55296.0
Bretagne,56,Kerfourn,864.0,56092.0
Bourgogne-Franche-Comté,21,Velars-sur-Ouche,1714.0,21661.0
Auvergne-Rhône-Alpes,74,Lyaud,1746.0,74157.0
Occitanie,46,Saint-Laurent-les-Tours,957.0,46273.0
Centre-Val de Loire,37,Luzé,261.0,37140.0
Nouvelle-Aquitaine,17,Marignac,436.0,17220.0
Pays de la Loire,72,Maresché,899.0,72186.0
Grand Est,55,Pagny-sur-Meuse,1043.0,55398.0
Occitanie,11,Saint-Couat-d'Aude,421.0,11337.0
Auvergne-Rhône-Alpes,07,Saint-Cierge-sous-le-Cheylard,210.0,7222.0
Occitanie,31,Saint-Loup-Cammas,2168.0,31497.0
Nouvelle-Aquitaine,40,Morganx,186.0,40198.0
Nouvelle-Aquitaine,16,Fouqueure,407.0,16144.0
Normandie,27,Chaignes,289.0,27136.0
Bourgogne-Franche-Comté,25,Champoux,91.0,25117.0
Bourgogne-Franche-Comté,58,Oulon,68.0,58203.0
Normandie,61,Le Château-d'Almenêches,215.0,61101.0
Auvergne-Rhône-Alpes,74,Vers,855.0,74296.0
Bourgogne-Franche-Comté,25,Beure,1376.0,25058.0
Hauts-de-France,80,Monchy-Lagache,697.0,80555.0
Bourgogne-Franche-Comté,89,Moulins-en-Tonnerrois,103.0,89271.0
Grand Est,68,Bitschwiller-lès-Thann,1997.0,68040.0
Auvergne-Rhône-Alpes,26,Aurel,246.0,26019.0
Grand Est,51,Vésigneul-sur-Marne,243.0,51616.0
Auvergne-Rhône-Alpes,38,Charantonnay,1927.0,38081.0
Occitanie,32,Clermont-Savès,306.0,32105.0
Auvergne-Rhône-Alpes,03,Nizerolles,341.0,3201.0
Grand Est,57,Gelucourt,224.0,57246.0
Bourgogne-Franche-Comté,58,Béard,184.0,58025.0
Grand Est,54,Anoux,268.0,54018.0
Occitanie,65,Recurt,210.0,65376.0
Normandie,14,Sommervieu,1027.0,14676.0
Auvergne-Rhône-Alpes,69,Vourles,3468.0,69268.0
Île-de-France,95,Eaubonne,25514.0,95203.0
Grand Est,67,Muhlbach-sur-Bruche,714.0,67306.0
Normandie,27,Chennebrun,113.0,27155.0
Auvergne-Rhône-Alpes,69,Lachassagne,1128.0,69106.0
Île-de-France,78,Ménerville,211.0,78385.0
Hauts-de-France,80,Laleu,121.0,80459.0
Hauts-de-France,02,Ollezy,189.0,2570.0
Nouvelle-Aquitaine,16,Passirac,250.0,16256.0
Normandie,61,Gacé,1951.0,61181.0
Nouvelle-Aquitaine,40,Poudenx,232.0,40232.0
Auvergne-Rhône-Alpes,74,La Roche-sur-Foron,12187.0,74224.0
Normandie,14,Saint-Martin-de-Mailloc,911.0,14626.0
Grand Est,51,Écollemont,54.0,51223.0
Hauts-de-France,02,Cuiry-lès-Iviers,28.0,2251.0
Grand Est,10,Échemines,107.0,10134.0
Hauts-de-France,62,Campagne-lès-Guines,457.0,62203.0
Grand Est,10,Val-d'Auzon,392.0,10019.0
Auvergne-Rhône-Alpes,63,Chavaroux,478.0,63107.0
Occitanie,31,Saint-Mamet,564.0,31500.0
Bretagne,22,La Prénessaye,904.0,22255.0
Normandie,50,Saint-Germain-de-Varreville,119.0,50479.0
Grand Est,88,Pont-sur-Madon,175.0,88354.0
Occitanie,82,Puylagarde,344.0,82147.0
Bretagne,56,Allaire,3964.0,56001.0
Occitanie,12,Sauclières,161.0,12260.0
Hauts-de-France,59,Willies,158.0,59661.0
Nouvelle-Aquitaine,24,Clermont-d'Excideuil,241.0,24124.0
Hauts-de-France,62,Tilloy-lès-Mofflaines,1556.0,62817.0
Grand Est,51,Thiéblemont-Farémont,555.0,51567.0
Grand Est,51,Faux-Fresnay,337.0,51243.0
Auvergne-Rhône-Alpes,74,Serraval,752.0,74265.0
Île-de-France,78,Mantes-la-Ville,19970.0,78362.0
