Nom de la région,Code département,Nom de la commune,population_2016,Code INSEE
Nouvelle-Aquitaine,86,Civaux,1219.0,86077.0
Nouvelle-Aquitaine,86,Saint-Secondin,563.0,86248.0
Nouvelle-Aquitaine,86,Thurageau,823.0,86271.0
Nouvelle-Aquitaine,87,Saint-Junien,11539.0,87154.0
Bourgogne-Franche-Comté,89,Viviers,139.0,89482.0
Île-de-France,91,Chevannes,1700.0,91159.0
Grand Est,10,Les Grandes-Chapelles,403.0,10166.0
Normandie,27,Mercey,51.0,27399.0
Auvergne-Rhône-Alpes,38,Champ-sur-Drac,3054.0,38071.0
Provence-Alpes-Côte d'Azur,06,Tende,2234.0,6163.0
Grand Est,08,Murtin-et-Bogny,186.0,8312.0
Nouvelle-Aquitaine,24,Chalagnac,440.0,24094.0
Grand Est,51,Marfaux,132.0,51348.0
Auvergne-Rhône-Alpes,01,Cormoz,677.0,1124.0
Occitanie,30,Avèze,1098.0,30026.0
Occitanie,30,Fontarèches,266.0,30115.0
Nouvelle-Aquitaine,33,Floudès,113.0,33169.0
Bretagne,35,Saint-Jouan-des-Guérets,2694.0,35284.0
Auvergne-Rhône-Alpes,38,Annoisin-Chatelans,694.0,38010.0
Auvergne-Rhône-Alpes,42,Sail-sous-Couzan,950.0,42195.0
Nouvelle-Aquitaine,47,Ségalas,163.0,47296.0
Grand Est,54,Saint-Clément,880.0,54472.0
Grand Est,57,Sierck-les-Bains,1750.0,57650.0
Hauts-de-France,59,Wattignies-la-Victoire,255.0,59649.0
Auvergne-Rhône-Alpes,63,Dauzat-sur-Vodable,87.0,63134.0
Nouvelle-Aquitaine,64,Louhossoa,923.0,64350.0
Occitanie,65,Peyrouse,283.0,65360.0
Auvergne-Rhône-Alpes,69,Brussieu,1451.0,69031.0
Bourgogne-Franche-Comté,71,Étrigny,486.0,71193.0
Occitanie,82,Perville,136.0,82138.0
Grand Est,88,Bazien,80.0,88042.0
Bourgogne-Franche-Comté,89,Cérilly,41.0,89065.0
Bourgogne-Franche-Comté,89,Ronchères,101.0,89325.0
Auvergne-Rhône-Alpes,01,Outriaz,269.0,1282.0
Auvergne-Rhône-Alpes,03,Haut-Bocage,912.0,3158.0
Provence-Alpes-Côte d'Azur,04,Curel,58.0,4067.0
Grand Est,08,Sury,111.0,8432.0
Occitanie,11,La Digne-d'Aval,547.0,11120.0
Normandie,14,Beuvillers,1392.0,14069.0
Nouvelle-Aquitaine,24,Campsegret,397.0,24077.0
Bourgogne-Franche-Comté,25,Chapelle-des-Bois,273.0,25121.0
Bretagne,35,Saint-Ganton,433.0,35268.0
Centre-Val de Loire,36,Paudy,468.0,36152.0
Auvergne-Rhône-Alpes,38,Saint-Pierre-de-Chérennes,481.0,38443.0
Nouvelle-Aquitaine,40,Cassen,596.0,40068.0
Nouvelle-Aquitaine,47,Saint-Front-sur-Lémance,548.0,47242.0
Nouvelle-Aquitaine,47,Verteuil-d'Agenais,608.0,47317.0
Occitanie,48,Prévenchères,268.0,48119.0
Pays de la Loire,53,Sainte-Marie-du-Bois,218.0,53235.0
Grand Est,55,Delouze-Rosières,120.0,55148.0
Hauts-de-France,62,Lorgies,1603.0,62529.0
Hauts-de-France,62,Nielles-lès-Ardres,562.0,62614.0
Auvergne-Rhône-Alpes,63,Moriat,376.0,63242.0
Occitanie,65,Sénac,306.0,65418.0
Grand Est,67,Epfig,2368.0,67125.0
Grand Est,68,Muntzenheim,1260.0,68227.0
Grand Est,68,Orbey,3606.0,68249.0
Bourgogne-Franche-Comté,71,Broye,772.0,71063.0
Bourgogne-Franche-Comté,71,Montcony,279.0,71311.0
Normandie,76,Neuf-Marché,701.0,76463.0
Île-de-France,78,Neauphle-le-Vieux,973.0,78443.0
Île-de-France,78,Le Tremblay-sur-Mauldre,1025.0,78623.0
Hauts-de-France,80,Le Quesne,273.0,80651.0
Occitanie,81,Virac,235.0,81322.0
Provence-Alpes-Côte d'Azur,83,Cabasse,1967.0,83026.0
Bourgogne-Franche-Comté,89,Sceaux,136.0,89381.0
Auvergne-Rhône-Alpes,01,Leyssard,157.0,1214.0
Provence-Alpes-Côte d'Azur,04,Entrepierres,392.0,4075.0
Grand Est,08,Remilly-les-Pothées,253.0,8358.0
Occitanie,09,Madière,203.0,9177.0
Grand Est,10,Praslin,88.0,10302.0
Occitanie,11,Saint-Hilaire,794.0,11344.0
Nouvelle-Aquitaine,16,Salles-Lavalette,373.0,16362.0
Auvergne-Rhône-Alpes,26,Cliousclat,659.0,26097.0
Auvergne-Rhône-Alpes,26,Loriol-sur-Drôme,6648.0,26166.0
Nouvelle-Aquitaine,86,Savigny-sous-Faye,387.0,86257.0
Grand Est,88,Ban-de-Laveline,1257.0,88032.0
Bourgogne-Franche-Comté,89,Malay-le-Grand,1583.0,89239.0
Bourgogne-Franche-Comté,89,Perrigny-sur-Armançon,131.0,89296.0
Bourgogne-Franche-Comté,89,Saligny,677.0,89373.0
Île-de-France,91,Massy,50549.0,91377.0
Occitanie,32,Lupiac,314.0,32219.0
Occitanie,32,Salles-d'Armagnac,131.0,32408.0
Auvergne-Rhône-Alpes,38,Tencin,2095.0,38501.0
Occitanie,81,Mouzens,125.0,81189.0
Occitanie,81,Nages,333.0,81193.0
Pays de la Loire,85,Moutiers-les-Mauxfaits,2155.0,85156.0
Grand Est,88,Vomécourt,290.0,88521.0
Île-de-France,93,Saint-Ouen,49949.0,93070.0
Hauts-de-France,02,Couvrelles,200.0,2230.0
Hauts-de-France,02,Trucy,151.0,2751.0
Occitanie,11,Limoux,10671.0,11206.0
Bourgogne-Franche-Comté,21,Bard-le-Régulier,74.0,21046.0
Bourgogne-Franche-Comté,21,Pagny-la-Ville,418.0,21474.0
Bretagne,22,Runan,239.0,22269.0
Bourgogne-Franche-Comté,25,Provenchère,137.0,25471.0
Auvergne-Rhône-Alpes,26,Rottier,23.0,26283.0
Grand Est,54,Méréville,1395.0,54364.0
Hauts-de-France,60,Heilles,634.0,60307.0
Hauts-de-France,62,Fontaine-lès-Hermans,115.0,62344.0
Auvergne-Rhône-Alpes,63,Landogne,241.0,63186.0
Nouvelle-Aquitaine,64,Escos,243.0,64205.0
Auvergne-Rhône-Alpes,69,Saint-Didier-au-Mont-d'Or,6802.0,69194.0
Bourgogne-Franche-Comté,71,Saint-Martin-de-Commune,115.0,71450.0
Pays de la Loire,72,Juillé,486.0,72152.0
Auvergne-Rhône-Alpes,74,Talloires-Montmin,2080.0,74275.0
Normandie,76,Gommerville,740.0,76303.0
Hauts-de-France,02,Chaudardes,87.0,2171.0
Auvergne-Rhône-Alpes,03,Saint-Fargeol,195.0,3231.0
Occitanie,11,Peyrens,514.0,11284.0
Auvergne-Rhône-Alpes,15,Ydes,1806.0,15265.0
Nouvelle-Aquitaine,16,Houlette,371.0,16165.0
Bretagne,22,Callac,2243.0,22025.0
Bretagne,22,Louargat,2402.0,22135.0
Nouvelle-Aquitaine,24,Condat-sur-Trincou,482.0,24129.0
Bourgogne-Franche-Comté,25,Châtillon-Guyotte,130.0,25132.0
Auvergne-Rhône-Alpes,26,Véronne,48.0,26371.0
Normandie,27,Les Places,79.0,27459.0
Occitanie,30,Garrigues-Sainte-Eulalie,757.0,30126.0
Occitanie,31,Cessales,178.0,31137.0
Occitanie,34,Maraussan,4325.0,34148.0
Occitanie,34,Saint-Martin-de-l'Arçon,143.0,34273.0
Auvergne-Rhône-Alpes,38,Diémoz,2738.0,38144.0
Bourgogne-Franche-Comté,39,Chambéria,170.0,39092.0
Centre-Val de Loire,41,Renay,170.0,41187.0
Auvergne-Rhône-Alpes,42,Chagnon,509.0,42036.0
Centre-Val de Loire,45,Triguères,1347.0,45329.0
Grand Est,51,Frignicourt,1899.0,51262.0
Pays de la Loire,53,Prée-d'Anjou,1476.0,53124.0
Pays de la Loire,53,Sainte-Suzanne-et-Chammes,1345.0,53255.0
Grand Est,54,Domptail-en-l'Air,72.0,54170.0
Grand Est,54,Villacourt,418.0,54567.0
Bretagne,56,Guémené-sur-Scorff,1099.0,56073.0
Bourgogne-Franche-Comté,58,Frasnay-Reugny,93.0,58119.0
Hauts-de-France,59,Quesnoy-sur-Deûle,6838.0,59482.0
Hauts-de-France,62,Givenchy-en-Gohelle,2003.0,62371.0
Hauts-de-France,62,Halinghen,333.0,62402.0
Nouvelle-Aquitaine,64,Burgaronne,102.0,64151.0
Occitanie,65,Saint-Sever-de-Rustan,176.0,65397.0
Bourgogne-Franche-Comté,70,Ormoiche,70.0,70398.0
Auvergne-Rhône-Alpes,73,Drumettaz-Clarafond,2752.0,73103.0
Normandie,76,Varengeville-sur-Mer,1006.0,76720.0
Hauts-de-France,80,Eppeville,1871.0,80274.0
Hauts-de-France,80,Grébault-Mesnil,225.0,80388.0
Occitanie,82,Castelferrus,474.0,82030.0
Provence-Alpes-Côte d'Azur,83,Flassans-sur-Issole,3579.0,83057.0
Grand Est,88,Vaudoncourt,163.0,88496.0
Bourgogne-Franche-Comté,89,Annay-la-Côte,361.0,89009.0
Île-de-France,94,Sucy-en-Brie,26575.0,94071.0
Occitanie,34,Sérignan,7083.0,34299.0
Occitanie,34,Thézan-lès-Béziers,3022.0,34310.0
Bretagne,35,Bourgbarré,4041.0,35032.0
Auvergne-Rhône-Alpes,38,La Garde,99.0,38177.0
Centre-Val de Loire,41,Crouy-sur-Cosson,545.0,41071.0
Centre-Val de Loire,41,Montoire-sur-le-Loir,4051.0,41149.0
Centre-Val de Loire,45,Châtenoy,491.0,45084.0
Occitanie,46,Quissac,116.0,46233.0
Normandie,50,Saint-Pair-sur-Mer,4194.0,50532.0
Grand Est,51,Châtillon-sur-Marne,791.0,51136.0
Pays de la Loire,53,Chemazé,1396.0,53066.0
Auvergne-Rhône-Alpes,03,Gennetines,686.0,3121.0
Provence-Alpes-Côte d'Azur,04,Manosque,22580.0,4112.0
Grand Est,08,Doux,97.0,8144.0
Nouvelle-Aquitaine,17,Lussant,1010.0,17216.0
Centre-Val de Loire,18,Mehun-sur-Yèvre,6711.0,18141.0
Centre-Val de Loire,18,Nohant-en-Goût,598.0,18166.0
Nouvelle-Aquitaine,19,Saint-Fréjoux,299.0,19204.0
Nouvelle-Aquitaine,24,Nadaillac,371.0,24301.0
Bourgogne-Franche-Comté,25,Pierrefontaine-les-Varans,1438.0,25453.0
Bretagne,56,Sainte-Brigitte,182.0,56209.0
Grand Est,57,Lixing-lès-Rouhling,946.0,57408.0
Hauts-de-France,60,Saint-Crépin-Ibouvillers,1559.0,60570.0
Grand Est,67,La Petite-Pierre,627.0,67371.0
Grand Est,67,Zittersheim,247.0,67559.0
Bourgogne-Franche-Comté,71,Viré,1196.0,71584.0
Pays de la Loire,72,Sainte-Jamme-sur-Sarthe,2094.0,72289.0
Pays de la Loire,72,Spay,2956.0,72344.0
Île-de-France,77,Saint-Martin-du-Boschet,296.0,77424.0
Île-de-France,78,Civry-la-Forêt,342.0,78163.0
Île-de-France,78,Hardricourt,2241.0,78299.0
Nouvelle-Aquitaine,79,Glénay,581.0,79134.0
Pays de la Loire,85,Le Poiré-sur-Velluire,671.0,85177.0
Bourgogne-Franche-Comté,89,Treigny,832.0,89420.0
Centre-Val de Loire,28,Guilleville,186.0,28189.0
Occitanie,30,Sénéchas,258.0,30316.0
Nouvelle-Aquitaine,79,Frontenay-Rohan-Rohan,2986.0,79130.0
Centre-Val de Loire,36,Le Menoux,439.0,36117.0
Bourgogne-Franche-Comté,21,Montot,207.0,21440.0
Centre-Val de Loire,41,Le Plessis-Dorin,170.0,41177.0
Centre-Val de Loire,45,Huisseau-sur-Mauves,1694.0,45167.0
Pays de la Loire,49,Avrillé,14066.0,49015.0
Grand Est,52,Sarcey,114.0,52459.0
Pays de la Loire,53,Fougerolles-du-Plessis,1244.0,53100.0
Grand Est,10,Villemereuil,253.0,10416.0
Occitanie,11,Sainte-Eulalie,520.0,11340.0
Occitanie,11,Villesèque-des-Corbières,378.0,11436.0
Provence-Alpes-Côte d'Azur,13,Plan-d'Orgon,3476.0,13076.0
Nouvelle-Aquitaine,16,Mouthiers-sur-Boëme,2505.0,16236.0
Nouvelle-Aquitaine,19,Davignac,217.0,19071.0
Bretagne,22,Plouguernével,1769.0,22220.0
Nouvelle-Aquitaine,23,Lépaud,376.0,23106.0
Nouvelle-Aquitaine,23,Lourdoueix-Saint-Pierre,793.0,23112.0
Nouvelle-Aquitaine,24,La Chapelle-Aubareil,547.0,24106.0
Bourgogne-Franche-Comté,25,Sombacour,638.0,25549.0
Auvergne-Rhône-Alpes,26,Saou,580.0,26336.0
Bourgogne-Franche-Comté,58,Sainte-Colombe-des-Bois,128.0,58236.0
Hauts-de-France,62,Quercamps,265.0,62675.0
Occitanie,65,Grust,40.0,65210.0
Auvergne-Rhône-Alpes,69,Saint-Germain-au-Mont-d'Or,3187.0,69207.0
Bourgogne-Franche-Comté,71,Grevilly,36.0,71226.0
Bourgogne-Franche-Comté,71,Oyé,310.0,71337.0
Auvergne-Rhône-Alpes,73,Saint-Nicolas-la-Chapelle,474.0,73262.0
Auvergne-Rhône-Alpes,74,Valleiry,4620.0,74288.0
Normandie,76,Massy,355.0,76415.0
Île-de-France,77,Meigneux,245.0,77286.0
Nouvelle-Aquitaine,79,Le Chillou,171.0,79089.0
Nouvelle-Aquitaine,79,Marigny,886.0,79166.0
Nouvelle-Aquitaine,79,Saint-Symphorien,1956.0,79298.0
Hauts-de-France,80,Dommartin,352.0,80246.0
Provence-Alpes-Côte d'Azur,83,Grimaud,4479.0,83068.0
Grand Est,54,Selaincourt,177.0,54500.0
Grand Est,55,Rigny-Saint-Martin,58.0,55434.0
Grand Est,55,Thonnelle,150.0,55511.0
Hauts-de-France,59,Boussières-sur-Sambre,532.0,59103.0
Hauts-de-France,60,Le Meux,2361.0,60402.0
Hauts-de-France,60,La Neuville-Garnier,262.0,60455.0
Hauts-de-France,62,Fiennes,906.0,62334.0
Nouvelle-Aquitaine,64,Lucarré,57.0,64357.0
Bourgogne-Franche-Comté,71,La Petite-Verrière,53.0,71349.0
Pays de la Loire,72,Bessé-sur-Braye,2257.0,72035.0
Normandie,76,Blainville-Crevon,1229.0,76100.0
Auvergne-Rhône-Alpes,03,Cusset,13290.0,3095.0
Provence-Alpes-Côte d'Azur,04,Blieux,62.0,4030.0
Auvergne-Rhône-Alpes,07,Astet,41.0,7018.0
Occitanie,12,Gissac,107.0,12109.0
Normandie,14,Maisons,394.0,14391.0
Centre-Val de Loire,18,Croisy,162.0,18080.0
Nouvelle-Aquitaine,19,Chasteaux,791.0,19049.0
Nouvelle-Aquitaine,19,Saint-Privat,1100.0,19237.0
Nouvelle-Aquitaine,23,La Celle-sous-Gouzon,149.0,23040.0
Nouvelle-Aquitaine,24,Sainte-Nathalène,594.0,24471.0
Bourgogne-Franche-Comté,25,École-Valentin,2588.0,25212.0
Normandie,27,Barquet,454.0,27040.0
Bretagne,29,Landeleau,949.0,29102.0
Occitanie,31,Saint-Sauveur,1779.0,31516.0
Bourgogne-Franche-Comté,39,Authume,834.0,39030.0
Occitanie,46,Girac,389.0,46123.0
Grand Est,51,Maffrécourt,63.0,51336.0
Grand Est,51,Vandières,321.0,51592.0
Normandie,27,Hauville,1312.0,27316.0
Bretagne,29,Plounéour-Ménez,1293.0,29202.0
Occitanie,30,Sauve,1957.0,30311.0
Occitanie,31,Monestrol,67.0,31354.0
Occitanie,32,Cadeillan,63.0,32069.0
Nouvelle-Aquitaine,33,Gardegan-et-Tourtirac,298.0,33181.0
Bretagne,35,Lalleu,587.0,35140.0
Bretagne,35,Saint-Germain-sur-Ille,931.0,35274.0
Nouvelle-Aquitaine,40,Oeyregave,361.0,40206.0
Auvergne-Rhône-Alpes,42,Gumières,327.0,42107.0
Nouvelle-Aquitaine,47,Lacaussade,224.0,47124.0
Grand Est,51,Moussy,761.0,51390.0
Grand Est,54,Saint-Martin,59.0,54480.0
Centre-Val de Loire,18,Herry,1026.0,18110.0
Provence-Alpes-Côte d'Azur,06,La Penne,231.0,6093.0
Bourgogne-Franche-Comté,70,Velorcey,219.0,70541.0
Grand Est,51,Jonchery-sur-Vesle,1899.0,51308.0
Bourgogne-Franche-Comté,58,Varzy,1417.0,58304.0
Normandie,50,Juvigny les Vallées,1741.0,50260.0
Bourgogne-Franche-Comté,21,Grenant-lès-Sombernon,216.0,21306.0
Nouvelle-Aquitaine,86,Leigné-les-Bois,599.0,86125.0
Auvergne-Rhône-Alpes,38,Saint-Mury-Monteymond,332.0,38430.0
Bretagne,35,Parthenay-de-Bretagne,1686.0,35216.0
Normandie,76,Cauville-sur-Mer,1564.0,76167.0
Bourgogne-Franche-Comté,89,La Ferté-Loupière,527.0,89163.0
Grand Est,57,Montenach,459.0,57479.0
Grand Est,57,Dabo,2570.0,57163.0
Grand Est,10,Fralignes,90.0,10159.0
Grand Est,57,Mégange,166.0,57455.0
Nouvelle-Aquitaine,64,Orion,154.0,64427.0
Auvergne-Rhône-Alpes,03,Couzon,301.0,3090.0
Grand Est,08,Balan,1642.0,8043.0
Centre-Val de Loire,45,Gaubertin,271.0,45151.0
Pays de la Loire,44,Bouguenais,19560.0,44020.0
Centre-Val de Loire,41,Méhers,358.0,41132.0
Nouvelle-Aquitaine,64,Gayon,57.0,64236.0
Centre-Val de Loire,37,La Guerche,184.0,37114.0
Grand Est,88,Belrupt,105.0,88052.0
Occitanie,12,Arvieu,813.0,12011.0
Nouvelle-Aquitaine,19,Louignac,238.0,19120.0
Nouvelle-Aquitaine,23,Lavaufranche,253.0,23104.0
Provence-Alpes-Côte d'Azur,84,Joucas,342.0,84057.0
Bourgogne-Franche-Comté,70,La Vaivre,218.0,70512.0
Nouvelle-Aquitaine,17,Paillé,322.0,17271.0
Occitanie,31,Oô,89.0,31404.0
Nouvelle-Aquitaine,33,Balizac,506.0,33026.0
Auvergne-Rhône-Alpes,38,Saint-Georges-d'Espéranche,3397.0,38389.0
Auvergne-Rhône-Alpes,43,Azérat,274.0,43017.0
Occitanie,46,Biars-sur-Cère,2169.0,46029.0
Occitanie,46,Lauzès,184.0,46162.0
Occitanie,46,Milhac,188.0,46194.0
Occitanie,48,Saint-Germain-du-Teil,892.0,48156.0
Pays de la Loire,49,Cernusson,368.0,49057.0
Normandie,50,Donville-les-Bains,3293.0,50165.0
Grand Est,51,Broussy-le-Grand,326.0,51090.0
Grand Est,51,Le Vézier,196.0,51618.0
Grand Est,54,Éply,311.0,54179.0
Grand Est,54,Frouard,6642.0,54215.0
Auvergne-Rhône-Alpes,01,Argis,452.0,1017.0
Hauts-de-France,02,Berzy-le-Sec,399.0,2077.0
Hauts-de-France,02,Reuilly-Sauvigny,219.0,2645.0
Provence-Alpes-Côte d'Azur,13,Marseille 1er Arrondissement,40450.0,13201.0
Normandie,14,Crépon,224.0,14196.0
Nouvelle-Aquitaine,17,Gémozac,2893.0,17172.0
Nouvelle-Aquitaine,24,Montignac,2856.0,24291.0
Grand Est,55,Braquis,127.0,55072.0
Grand Est,55,Malancourt,66.0,55313.0
Hauts-de-France,60,Saint-Étienne-Roilaye,327.0,60572.0
Nouvelle-Aquitaine,64,Aldudes,323.0,64016.0
Occitanie,65,Vidouze,247.0,65462.0
Grand Est,68,Reiningue,1998.0,68267.0
Grand Est,08,Rimogne,1440.0,8365.0
Occitanie,09,Montgaillard,1484.0,9207.0
Normandie,14,Montfiquet,105.0,14445.0
Nouvelle-Aquitaine,17,Corme-Royal,1843.0,17120.0
Centre-Val de Loire,18,Saint-Hilaire-de-Court,618.0,18214.0
Nouvelle-Aquitaine,23,La Forêt-du-Temple,143.0,23084.0
Pays de la Loire,85,Montréverd,3674.0,85197.0
Pays de la Loire,85,La Tardière,1336.0,85289.0
Hauts-de-France,80,Cramont,309.0,80221.0
Provence-Alpes-Côte d'Azur,84,Buoux,75.0,84023.0
Hauts-de-France,02,Vesles-et-Caumont,232.0,2790.0
Bourgogne-Franche-Comté,71,Chaudenay,1136.0,71119.0
Bretagne,35,Pocé-les-Bois,1334.0,35229.0
Normandie,27,Chavigny-Bailleul,603.0,27154.0
Normandie,14,Maltot,1086.0,14396.0
Bourgogne-Franche-Comté,58,Cessy-les-Bois,100.0,58048.0
Bourgogne-Franche-Comté,39,Dramelay,32.0,39204.0
Bourgogne-Franche-Comté,39,Les Piards,167.0,39417.0
Nouvelle-Aquitaine,23,Saint-Avit-de-Tardes,176.0,23182.0
Nouvelle-Aquitaine,33,Rimons,194.0,33353.0
Bourgogne-Franche-Comté,21,Gerland,426.0,21294.0
Grand Est,08,Aure,55.0,8031.0
Occitanie,31,Launac,1430.0,31281.0
Centre-Val de Loire,45,Aulnay-la-Rivière,523.0,45014.0
Normandie,27,Criquebeuf-sur-Seine,1428.0,27188.0
Centre-Val de Loire,45,Cléry-Saint-André,3585.0,45098.0
Hauts-de-France,02,Arrancy,54.0,2024.0
Grand Est,88,Le Thillot,3515.0,88468.0
Bourgogne-Franche-Comté,90,Morvillars,1145.0,90072.0
Hauts-de-France,02,Jeantes,204.0,2391.0
Provence-Alpes-Côte d'Azur,04,Barras,142.0,4021.0
Provence-Alpes-Côte d'Azur,04,Majastres,4.0,4107.0
Provence-Alpes-Côte d'Azur,04,Sausses,127.0,4202.0
Centre-Val de Loire,18,Cornusse,273.0,18072.0
Nouvelle-Aquitaine,19,Estivaux,426.0,19078.0
Nouvelle-Aquitaine,19,Veyrières,73.0,19283.0
Bretagne,22,Tréméreuc,776.0,22368.0
Nouvelle-Aquitaine,24,Lanquais,511.0,24228.0
Bourgogne-Franche-Comté,25,Nans-sous-Sainte-Anne,151.0,25420.0
Bourgogne-Franche-Comté,25,Paroy,126.0,25445.0
Grand Est,55,Marson-sur-Barboure,49.0,55322.0
Bretagne,56,Crach,3408.0,56046.0
Grand Est,57,Domnom-lès-Dieuze,83.0,57181.0
Bourgogne-Franche-Comté,58,Ciez,382.0,58077.0
Hauts-de-France,59,Blécourt,315.0,59085.0
Nouvelle-Aquitaine,64,Lonçon,195.0,64347.0
Occitanie,66,Bolquère,833.0,66020.0
Grand Est,67,Sarre-Union,2908.0,67434.0
Occitanie,32,Lagardère,79.0,32178.0
Occitanie,32,Sainte-Aurence-Cazaux,108.0,32363.0
Centre-Val de Loire,41,Yvoy-le-Marron,702.0,41297.0
Auvergne-Rhône-Alpes,42,Périgneux,1514.0,42169.0
Centre-Val de Loire,45,Pressigny-les-Pins,506.0,45257.0
Occitanie,46,Corn,222.0,46075.0
Occitanie,48,Saint-Paul-le-Froid,144.0,48174.0
Pays de la Loire,49,Saint-Germain-des-Prés,1447.0,49284.0
Normandie,50,Canisy,1836.0,50095.0
Grand Est,51,Bétheniville,1294.0,51054.0
Grand Est,51,Orconte,406.0,51417.0
Pays de la Loire,53,Argenton-Notre-Dame,217.0,53006.0
Grand Est,54,Housséville,171.0,54268.0
Normandie,76,Nesle-Hodeng,354.0,76459.0
Île-de-France,77,Provins,12269.0,77379.0
Île-de-France,77,Ville-Saint-Jacques,817.0,77516.0
Île-de-France,78,Saint-Léger-en-Yvelines,1407.0,78562.0
Nouvelle-Aquitaine,79,Brûlain,762.0,79058.0
Grand Est,88,Vervezelle,135.0,88502.0
Bourgogne-Franche-Comté,89,Saint-Valérien,1707.0,89370.0
Occitanie,32,Saint-Martin-Gimois,92.0,32392.0
Auvergne-Rhône-Alpes,38,Auberives-sur-Varèze,1510.0,38019.0
Auvergne-Rhône-Alpes,38,Sainte-Blandine,1006.0,38369.0
Auvergne-Rhône-Alpes,42,Cordelle,924.0,42070.0
Auvergne-Rhône-Alpes,42,Saint-Jean-Saint-Maurice-sur-Loire,1171.0,42239.0
Centre-Val de Loire,45,Dammarie-en-Puisaye,172.0,45120.0
Centre-Val de Loire,45,Villemandeur,7199.0,45338.0
Occitanie,48,Meyrueis,965.0,48096.0
Occitanie,48,Saint-André-de-Lancize,134.0,48136.0
Grand Est,51,Cuisles,141.0,51201.0
Grand Est,51,Saint-Germain-la-Ville,682.0,51482.0
Pays de la Loire,53,Vaiges,1173.0,53267.0
Grand Est,54,Bathelémont,65.0,54050.0
Auvergne-Rhône-Alpes,01,Lent,1452.0,1211.0
Hauts-de-France,02,Mercin-et-Vaux,985.0,2477.0
Auvergne-Rhône-Alpes,03,Treteau,551.0,3289.0
Provence-Alpes-Côte d'Azur,04,Moriez,232.0,4133.0
Auvergne-Rhône-Alpes,07,Rochessauve,453.0,7194.0
Grand Est,08,La Neuville-lès-Wasigny,162.0,8323.0
Bourgogne-Franche-Comté,25,Rondefontaine,33.0,25501.0
Grand Est,55,Ville-devant-Chaumont,51.0,55556.0
Bretagne,56,Séglien,697.0,56242.0
Grand Est,57,Contz-les-Bains,522.0,57152.0
Grand Est,57,Grémecey,105.0,57257.0
Grand Est,57,Maizières-lès-Metz,11394.0,57433.0
Grand Est,57,Wuisse,67.0,57753.0
Hauts-de-France,60,Bouconvillers,394.0,60090.0
Hauts-de-France,62,Capelle-Fermont,219.0,62211.0
Hauts-de-France,62,Guémappe,348.0,62392.0
Auvergne-Rhône-Alpes,63,Fernoël,136.0,63159.0
Nouvelle-Aquitaine,64,Salies-de-Béarn,4822.0,64499.0
Grand Est,67,Huttendorf,514.0,67215.0
Grand Est,68,Saint-Ulrich,308.0,68299.0
Bourgogne-Franche-Comté,70,Mailleroncourt-Charette,280.0,70322.0
Pays de la Loire,72,Ruaudin,3473.0,72260.0
Auvergne-Rhône-Alpes,73,Challes-les-Eaux,5743.0,73064.0
Normandie,76,Longueville-sur-Scie,1010.0,76397.0
Normandie,76,Saint-Denis-sur-Scie,674.0,76574.0
Occitanie,82,Malause,1181.0,82101.0
Provence-Alpes-Côte d'Azur,84,Buisson,306.0,84022.0
Nouvelle-Aquitaine,87,Saint-Méard,366.0,87170.0
Grand Est,88,Begnécourt,169.0,88047.0
Bourgogne-Franche-Comté,89,Joux-la-Ville,1232.0,89208.0
Centre-Val de Loire,28,Moulhard,145.0,28273.0
Bretagne,29,Lannédern,300.0,29115.0
Occitanie,31,Marsoulas,132.0,31321.0
Occitanie,31,Peyssies,579.0,31416.0
Occitanie,32,Mont-d'Astarac,110.0,32280.0
Bretagne,35,La Gouesnière,1888.0,35122.0
Centre-Val de Loire,36,Diou,255.0,36065.0
Auvergne-Rhône-Alpes,38,Chamrousse,446.0,38567.0
Bourgogne-Franche-Comté,39,Mérona,9.0,39324.0
Nouvelle-Aquitaine,40,Bastennes,266.0,40028.0
Nouvelle-Aquitaine,40,Morcenx,4608.0,40197.0
Centre-Val de Loire,41,Autainville,449.0,41006.0
Auvergne-Rhône-Alpes,42,Saint-Polgues,268.0,42274.0
Auvergne-Rhône-Alpes,43,Landos,920.0,43111.0
Normandie,50,Crasville,256.0,50150.0
Grand Est,54,Anderny,260.0,54015.0
Grand Est,54,Han-devant-Pierrepont,154.0,54602.0
Hauts-de-France,02,Belleu,3791.0,2064.0
Auvergne-Rhône-Alpes,03,Gannat,6048.0,3118.0
Provence-Alpes-Côte d'Azur,04,Le Chaffaut-Saint-Jurson,809.0,4046.0
Auvergne-Rhône-Alpes,07,Saint-Clair,1138.0,7225.0
Grand Est,08,Mondigny,171.0,8295.0
Nouvelle-Aquitaine,17,Vergné,143.0,17464.0
Bourgogne-Franche-Comté,21,Minot,186.0,21415.0
Bretagne,22,Saint-Clet,899.0,22283.0
Bourgogne-Franche-Comté,25,Chaucenne,527.0,25136.0
Bourgogne-Franche-Comté,25,Dambenois,761.0,25188.0
Grand Est,55,Gesnes-en-Argonne,61.0,55208.0
Grand Est,55,Lachaussée,276.0,55267.0
Hauts-de-France,59,Maulde,1028.0,59393.0
Hauts-de-France,60,Rotangy,215.0,60549.0
Normandie,61,Saint-Denis-sur-Sarthon,1134.0,61382.0
Hauts-de-France,62,Hesdigneul-lès-Boulogne,692.0,62446.0
