LastUpdated,Postal_Code,City,NO2,O3,PM10,PM2.5,Country.Code,Location,Latitude,Longitude,Country.Label,Department,Region
2024-09-18 23:00:00,28000,Chartres,14.7,70.9,51.1,12.15,FR,Inconnu,47.2043914135194,-1.552827800129,France,Loire-Atlantique,Pays de la Loire
2024-01-29 18:00:00,28100,Dreux,9.3,37.5,11.6,8.1,FR,Inconnu,47.1372157133461,4.95057959817132,France,Côte-d'Or,Bourgogne-Franche-Comté
2024-09-18 23:00:00,28100,Dreux,7.8,84.6,56.2,29.6,FR,Inconnu,43.457222,4.426667,France,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur
2018-04-25 02:00:00,28110,Lucé,6.75,,24.08,17.1,FR,Inconnu,14.7549926623185,-61.1788641096759,France,Martinique,Martinique
2018-12-07 11:00:00,28110,Lucé,6.9,,8.1,3.9,FR,Inconnu,43.8291454141088,4.64295152912459,France,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur
2018-04-25 02:00:00,28380,Saint-Rémy-sur-Avre,13.58,,17.5,,FR,4e Arrondissement,48.8594439994682,2.351111,France,Paris,Île-de-France
2024-03-11 10:00:00,28380,Saint-Rémy-sur-Avre,13.2,,10.1,,FR,Inconnu,47.8374309994659,1.944611,France,Loiret,Centre-Val de Loire
2018-04-25 02:00:00,28700,Oysonville,8.1,64.35,,,FR,Inconnu,50.438677999473,3.433458,France,Nord,Hauts-de-France
2024-09-18 23:00:00,28700,Oysonville,8.1,72.6,,,FR,Inconnu,47.5946059994655,1.303647,France,Loir-et-Cher,Centre-Val de Loire
2018-04-25 16:00:00,29000,Quimper,5.5,87.2,23.73,21.7,FR,Inconnu,47.0826499994647,2.404492,France,Cher,Centre-Val de Loire
2023-01-01 00:00:00,29000,Quimper,5.5,87.2,24.6,21.7,FR,Inconnu,50.6938919994739,1.576389,France,Pas-de-Calais,Hauts-de-France
